Xperp 사용자 매뉴얼 요약
XpERP란?
건물관리 S/W의 새 지평을 열게 될 XpERP는 인터넷을 통해 빌딩, 주상복합, 아파트형 공장 및 쇼핑몰 등의 건물관리 업무를 처리할 수 있도록 하는 ASP기반의 ERP제품으로 관리업무 경감, 철저한 보안관리, 신속한 A/S는 물론, 업무와 관련되는 외부(유관)기관과의 연계를 통해, 고객 여러분이 보다 쉽고, 편리하게 전산관련 업무를 진행할 수 있도록 만든 첨단 Web 프로그램 입니다.

Q0001 :	. 전자투표 시 2개의 안건에 대해 모두 투표해야 완료되나요?

Q0009 :	. 관리비 할인 내역을 전체적으로 확인하는 방법은 무엇인가요?
A0009 :	. 관리비 할인 내역을 전체적으로 확인하려면 '부가' 메뉴의 '관리비 부과 조회' 안에 있는 '관리비 할인 출력' 메뉴를 이용하면 됩니다.  이 메뉴를 통해 한꺼번에 할인 내역을 확인할 수 있습니다.
T0009 :	.#관리비할인내역 #관리비부과조회 #관리비할인출력

Q0010 :	. '전월 지침 수신' 기능 실행 시 아무것도 뜨지 않거나 오류가 발생한 원인은 무엇인가요?
A0010 :	. '전월 지침 수신' 기능을 실행했을 때 아무것도 뜨지 않거나 오류가 발생한 원인은 팝업 차단 기능 때문입니다. 웹 브라우저의 팝업 차단 설정으로 인해 해당 기능이 정상적으로 작동하지 않았습니다.
T0010 :	.#팝업차단 #전월지침수신 #기능오류

Q0011 :	. '전월 지침 수신' 기능 실행 오류를 해결하고 데이터를 올바르게 반영하는 방법은 무엇인가요?
A0011 :	". '전월 지침 수신' 기능 실행 오류는 팝업 차단 설정을 변경하여 해결할 수 있습니다. 수도 검침 화면에서 '조회 저장' 위에 있는 작은 아이콘들 중 팝업 차단 관련 아이콘을 찾아 클릭한 뒤, 팝업을 '항상 허용'으로 변경하면 됩니다. 이후 '전월 지침 수신'을 누르고 '확인'을 클릭한 다음, '통계'를 체크하고 '실행하기'를 누르면 데이터가 올바르게 반영됩니다."
T0011 :	. #팝업허용 #전월지침수신 #데이터반영

Q0012 :	.  XP 통화매니저 실행 시 화면에 나타나지 않는 문제를 겪은 이유는 무엇인가요?
A0012 :	. 해당 부서의 직통 번호(02-6281-7101)를 안내했습니다.
T0012 :	.#XP통화매니저 #실행오류

Q0013 :	. 직원의 ID가 '이미 가입된 사용자'로 표시되어 신규 가입이 안 되는 원인은 무엇인가요?
A0013 :	". 직원이 이전에 다니던 단지에서 사용자 ID를 '회원 탈퇴'가 아닌 '퇴사 처리'만 했을 가능성이 있어 '이미 가입된 사용자'로 표시되는 것이 원인입니다. '퇴사 처리'를 한 경우 XpERP 재 접속을 하면 재입사 버튼이 뜨고, 신규 회원 가입을 원한다면 '회원 탈퇴'를 해야만 신규 '회원 가입'이 가능합니다.          XpERP접속후에 현재 내 정보를 확인 후 처리안내 했습니다."
T0013 :	. #ID중복 #회원가입오류 #퇴사처리 #회원탈퇴

Q0014 :	. 잘못 업로드된 부가 자료 문제를 해결하는 방법은 무엇인가요?
A0014 :	". 잘못 업로드된 부가 자료는 초기화를 통해 해결할 수 있으며, 상담사가 담당 부서에 해당 내용을 전달하여 조치할 예정입니다."
T0014 :	. #부가자료초기화 #담당부서전달 #오류해결

Q0015 :	. 아파트 뱅크에서 카드 납부 건이 이중 수납으로 처리되어 가수금으로 잡히는 원인은 무엇인가요?
A0015 :	". 아파트 뱅크 시스템에서 카드 납부 건이 이중 수납으로 처리되어 가수금으로 잡히는 원인은, 세대가 카드 자동 이체 세대로 자동 납부 건 입니다. 그런데 고객에 별도 입금하여 일반 수납처리 되었습니다. 카드 자동이체 금액 입금 확인은 수납→ 수납처리 → 자동수납오류처리 메뉴에서  수납일자 입력후에 자동이체 단지 처리 내역 확인할수 있습니다."
T0015 :	. #이중수납 #가수금 #카드납부 #아파트뱅크 #수납오류

Q0016 :	. 고객이 전기 사용량 50kWh 이하 시 수신료 자동 부과 여부를 문의한 이유는 무엇인가요?
A0016 :	. 전기 사용량이 50kWh 이하일 경우 TV수신료가 자동으로 부과되지 않습니다.  50kWh 전기 요금을 부과 해야 한다면  단지관리 → 환경설정 → 검침환경등록 메뉴에서 TV수신료  제외 사용량을 0kWh 변경해 주시면 0kWh TV수신료 부과됩니다.
T0016 :	. #전기사용량 #수신료 #자동부과

Q0017 :	. 온수 사용량이 과도하게 높게 나온 경우 어떻게 조치해야 하나요?
A0017 :	. 온수 사용량이 너무 크게 나온 경우 당월지침 값과 전월 지침값을 확인해야 합니다.
T0017 :	. #온수사용량 #검침오류 #재검침

Q0018 :	수도감면금액 수정은 어떻게 하나요?
A0018 :	"[단지관리 > 환경설정 > 검침환경등록] 메뉴에서 전기 항목 아래의 수도를 클릭합니다. 오른쪽의 할인요금 란에 있는 기존 금액을 지우고 새로운 감면액으로 수정한 후 저장합니다. 이후 수도 검침 메뉴로 이동하여 새로고침하고 다시 조회한 뒤, 요금계산을 재실행하면 변경된 감면액을 적용할 수 있습니다."
T0018 :	#수도요금감면액 #수도요금할인 #수도요금감면 #수도감면 #수도감면액수정

Q0019 :	"경리 담당자 교체 시, 퇴사처리 방법과 새로운 담당자의 입사처리는 어떻게 하나요?"
A0019 :	기존 경리 담당자는 퇴사 시 본인 아이디로 로그인하여 '내 정보 수정'에서 '근무 단지 없음 (퇴직)'을 체크하여 퇴사 처리를 할 수 있습니다. 새로 온 담당자는 기존에 사용하던 아이디가 없을 경우 회원가입을 통해 가입하면 됩니다. 만약 다른 단지에서 사용하던 아이디가 있을 경우 로그인 후 '재입사' 버튼을 눌러 등록할 수 있습니다.
T0019 :	#퇴사처리 #재입사

Q0020 :	관리비부과처리에서 검침 재수신하기 했는데 검침과 금액이 안 맞는 이유는 무엇인가요?
A0020 :	검침항목 재수신할 때 전산상의 금액와 불일치하는 원인으로는 별도금액등록에 해당항목 입력이 되어있을 가능성이 높습니다. 별도금액등록 메뉴에서 입력된 금액을 확인하면 됩니다.
T0020 :	#세대전기료 #세대수도료 #검침재수신 #별도금액등록

Q0021 :	별도금액등록에 세대전기료 할인금액을 입력했는데 부과금액이 마이너스로 나와요
A0021 :	"세대전기료 할인 적용 시 별도금액' '덮어쓰기' 방식 대신 '금액빼기' 방식으로 입력해야 합니다. 예를 들어, 검침된 전기료에서 특정 금액을 차감하고 싶다면, '금액빼기'를 선택한 후 차감할 금액을 양수(플러스)로 입력해야 합니다. 이렇게 하면 검침에서 산출된 금액에서 입력한 금액이 정상적으로 차감되어 부과됩니다. '덮어쓰기'방식으로 입력할 시에는 검침금액에서 할인금액을 뺀 최종금액을 입력해야 합니"	다.
T0021 :	#별도금액등록 #할인적용 #덮어쓰기 #금액빼기

Q0022 :	회계감사용 ID 생성방법이 어떻게 되나요?
A0022 :	"https//ags.xperp.co.kr 사이트에서 회원가입을 진행합니다. 가입 시 직무는 회계감사로 선택, 근무지 코드는 99981 로 선택하여 가입합니다. 승인이 완료되면 XpHUB으로 로그인 후 XpERP에 접속하여 내정보수정으로 들어갑니다. 관리단지추가에 체크하여 근무단지를 추가할 수 있습니다. 승인완료 후 재접속하여 상단에 단지변경 버튼을 클릭&조회하면 단지로 접속할 수 있습니다. 자세한 방법은 [게시판-공지사항"	]의 '회계	감사	아이	디	생성 방법' 게시글을 참고하시길 바랍니다.
T0022 :	#회계감사 #회원가입 #회계감사용아이디

Q0023 :	내정보수정을 눌렀는데 아무 반응이 없어요.
A0023 :	"팝업이 차단되어 있어 창이 뜨지 않는 문제입니다. 엣지와 크롬 각각의 설정방법 입니다. 엣지 인터넷 우측상단의 점 3개 클릭- > 설정 클릭- > 쿠키 및 사이트 권한 클릭- > 모든 사용 권한 클릭- > 팝업 및 리디렉션 클릭- > 허용에 추가버튼 클릭- > ags.xperp.co.kr 입력 후 추가버튼 클릭- > XpERP 재접속, 크롬 인터넷 우측상단의 점 3개 클릭- > 설정 클릭- > 개인 정보 보호 및 보안 클릭- > 사이트 설정"	클릭- > 팝	업 및	리	디렉	션 클릭- > 팝업 전송 및 리디렉션 사용이 허용됨의 추가 버튼 클릭- > ags.xperp.co.kr 입력 후 추가버튼 클릭- > XpERP 재접속
T0023 :	#팝업 #팝업차단 #팝업차단해제 #내정보수정 #브라우저설정

Q0024 :	장기수선충당금 계산하는데 종료일이 2024년12월31일로 나와요.
A0024 :	"장기수선충당금 단가표의 종료일이 해당 날짜로 설정되어 있기 때문입니다. 단가가 동일하다면 등록되어 있는 종료일자를 더블클릭 후 길게 설정하여(예 2030년12월31일) 단가 변동이 있기 전까지는 해당 단가로 정산될 수 있도록 해야 합니다. 만약 단가가 변동되었다면 행추가 버튼을 클릭하여 변동된 단가 금액을 입력, 시작일자와 종료일자 입력해서 저장 후 재계산하면 됩니다."
T0024 :	#장기수선충당금 #장기수선충당금단가표 #장기수선충당금종료일

Q0025 :	고지서 수납계좌에 계좌를 하나 삭제했는데 빈 공간으로 나와요.
A0025 :	"수납 계좌의 빈 공간이 고지서에 출력되는 것을 원치 않는다면, 하단의 계좌 정보를 위로 올려서 기존 계좌 번호와 함께 한 번에 기입하면 빈 공간 없이 출력할 수 있습니다. 수납계좌 수정메뉴는 [부과 > 부과처리 > 수납계좌/공지사항] 메뉴에서 입력하시면 됩니다."
T0025 :	#계좌정보수정 #고지서수납계좌 #수납계좌수정

Q0026 :	전기검침 입력하려는데 조회가 안돼요.
A0026 :	월분수신 버튼을 눌러야 데이터를 입력할 수 있습니다.
T0026 :	#전기검침 #월분수신

Q0027 :	연말정산 환급금액 적용 어떻게 해요?
A0027 :	"[인사/급여 > 연말정산 > 징수환차/환급금] 메뉴에서 정산년도를 조회한 후, '급여적용년월'란에 날짜를 입력하고 저장하면 급여계산 시 자동으로 적용됩니다."
T0027 :	#연말정산환급금 #징수환차환급금 #연말정산반영

Q0028 :	수도검침 지침을 수정했는데 요금이 그대로예요.
A0028 :	지침 수정 후 요금계산을 다시해야 금액이 정상적으로 반영됩니다. 요금계산 버튼 클릭하여 요금재계산해주시길 바랍니다.
T0028 :	#검침수정 #요금재계산 #지침수정

Q0029 :	예산등록 입력했는데 배정금액이 안 들어가요.
A0029 :	당기에 예산금액 입력 후 계정과목명을 더블클릭하면 배정금액에 월별로 자동계산되어 입력됩니다.
T0029 :	#예산등록 #배정금액

Q0030 :	자동이체 건 수납잡혔는데 기존에 먼저 낸 금액이 있어서 가수금처리 해야하는데 어떻게 해야하나요?
A0030 :	"이중 납부된 관리비를 처리하려면, 먼저 자동이체 건에 대한 수납을 취소한 후 일반수납 건을 먼저 수납처리 하면 됩니다. 이후 자동이체 건은 가수금으로 처리하면 됩니다. 가수금은 [수납 > 수납처리 > 가수금관리] 메뉴에서 신규버튼을 눌러 추가할 수 있습니다."
T0030 :	#이중수납 #자동이체가수금 #가수금 #이중입금

Q0031 :	수납기관을 추가했는데 수납처리 화면에 안 나와요
A0031 :	"우측 상단 인쇄버튼 옆 동그라미 새로고침 버튼을 눌러도 나오지 않는다면, [회계 > 기초정보 > 계좌정보관리] 메뉴에서 추가한 수납기관의 용도가 '관리비수납용'으로 표시되어 있는지 확인합니다. 설정은 은행명을 더블클릭하여 용도를 관리비수납용으로 선택 저장하면 됩니다."
T0031 :	#수납기관 #수납기관미표시 #계좌정보관리

Q0032 :	여러 개 단지를 관리하는데 단지코드 추가 어떻게 하나요?
A0032 :	XpERP 접속하여 내정보수정으로 들어갑니다. 관리단지추가에 체크하여 근무단지를 추가할 수 있습니다. 승인완료 후 재접속하여 상단에 단지변경 버튼을 클릭&조회하면 추가된 단지 확인할 수 있습니다.
T0032 :	#단지코드추가 #단지추가

Q0033 :	"카드자동이체 세대가 할인제외금액, 할인금액 각각 입금됐는데 자동수납이 안 되어있어요."
A0033 :	두 건으로 나뉜 수납은 각각 분리하여 수납처리 해야합니다. 먼저 카드 자동이체 금액을 수납처리하고 이후 추가 입금된 할인 금액은 입금된 날짜로 수납처리 하면 됩니다.
T0033 :	#자동이체수납 #할인세대수납

Q0034 :	전기사용량 0kWh인데 금액 510원 나왔어요.
A0034 :	전기사용량 0kWh일 때 한전 기본요금 510원으로 계산되었기 때문입니다. [단지관리 > 환경설정 > 검침환경등록]에서 전기항목의 '0kWh 계산방식' 한전요금 계산으로 되어있는 설정을 '선택요금 계산'으로 선택 0원으로 저장 후 요금재계산 하시면 됩니다.
T0034 :	#전기사용량0kWh #510원

Q0035 :	검침에서 999동이 조회 안되게 하고 싶어요.
A0035 :	[단지관리 > 단지정보 > 세대검침환경등록] 메뉴에서 999동에 체크되어 있는 검침항목 체크박스 해제 후 저장하면 됩니다.
T0035 :	#검침동호제외 #세대검침환경등록

Q0036 :	자동이체세대등록 메뉴에서 중복세대 처리는 어떻게 하나요?
A0036 :	자동 이체 세대 등록 시 중복 문제가 발생하는 원인은 시스템에서 이체 자료가 제대로 정리되지 않았기 때문입니다. 자동이체세대등록메뉴의 '본점이체현황현황' 탭에서 조회한 뒤 '이체 자료 수신' 버튼을 눌러 데이터를 수신하면 중복된 데이터가 정리됩니다.
T0036 :	#자동이체세대등록 #본점이체현황 #이체자료수신 #자동이체현황 #본점중복확인

Q0037 :	고지서 배송 현황 궁금해요.
A0037 :	출력의뢰를 하게되면 익일 XpERP 홈화면에서 운송장번호를 확인할 수 있습니다.
T0037 :	#고지서배송 #운송장번호 #출력의뢰

Q0038 :	수도 요금 감면액이 검침 환경 등록에서 수정한 후에도 변환이 안 되는 문제의 원인과 해결 방안은 무엇인가요?
A0038 :	수도 요금 감면액이 검침 환경 등록에서 수정한 후에도 변환이 안 되는 원인은 감면액을 수정한 다음 '수도 검침' 메뉴에서 '새로 고침' 및 '요금 계산'을 다시 실행하지 않았기 때문입니다.해결 방안은 다음과 같습니다.1. 감면액 수정 검침 환경 등록에서 감면액을 수정합니다.2. 수도 검침으로 이동 '수도 검침' 메뉴로 다시 이동합니다.3. 새로고침 저장버튼 옆 동그라미 '새로고침' 버튼을 클릭합니다.3. 요	금계산: '요	금계	산'	버튼	을클릭하여 요금을 재계산합니다.4. 저장: 변경된 요금이 올바르게 적용되었는지 확인 후 저장합니다.
T0038 :	#수도요금 #감면액 #검침환경등록 #요금계산 #새로고침

Q0039 :	부과마감 시 '관리비 할인세대가 있습니다.'라는 팝업이 뜹니다.
A0039 :	부과금액이 0원인 부과항목을 단가처리 후 재마감하시면 마감처리 됩니다.1. [부과 > 부과처리 > 관리비부과처리] 메뉴로 이동합니다.2. 발생금액 0원 / 부과금액 0원인 항목을 재부과체크 후 단가처리 합니다.3. 부과마감 메뉴로 이동하여 부과마감을 진행하시면 됩니다.할인세대 금액은 [부과 > 관리비부과조회 > 관리비할인출력] 메뉴에서 확인할 수 있습니다. 해당 세대는 할인 금액이 부과금액에서 자동으로 차	"감되며, 납"	부마감	일	에 별	도로 입금됩니다.
T0039 :	#관리비할인세대 #아파트캐시 #부과마감 #관리비할인출력

Q0040 :	"부과할 금액보다 가수금이 더 많을 때, 가수금 전체를 입력해도 되는지 궁금합니다."
A0040 :	"부과할 금액보다 가수금이 더 많을 때, 단지의 환경 설정에 따라 달라집니다. [단지관리 > 환경설정 > 관리비부과환경등록] 메뉴에서 가수금 항목과 가수금처리방법이 이월처리로되어 있다면, 전체 가수금을 입력해도 차액 금액은 다음 달로 자동으로 이월 처리됩니다. 설정변경은 문의주시길 바랍니다."
T0040 :	#가수금 #선수금 #이월처리 #가수금처리 #가수금이월

Q0041 :	공가세대 세대전기료가 입주자로 부과됐는데 왜그런가요?
A0041 :	"전기검침 입력 시 공가세대의 검침값을 입주자로 입력했기때문입니다. 두 가지 방안으로 해결할 수 있습니다.1. [검침 > 전기검침 > 전기검침] 메뉴 조회조건 값 '입주자'로 조회 후 입주자로 입력된 검침값 0으로 수정 후 '사업소' 혹은 '시공사'로 조회 후 검침값 입력2. [검침 > 분리검침 > 전기분리검침] 메뉴 '사업소' 혹은 '시공사' 체크박스 체크해서 조회하여 입주자는 0값, '사업소' 혹은 '시공사'칸에"	검침값 입력
T0041 :	#분리부과 #분리검침 #세대전기료 #공가세대

Q0042 :	검침이 5자리(만 단위)가 입력이 안돼요.
A0042 :	[단지관리 > 환경설정 > 검침환경등록] 메뉴에서 검침항목 클릭 후 우측의 '검침자리수'를 5로 수정하여 저장합니다. 검침메뉴를 새로고침 후 입력하시면 됩니다.
T0042 :	#검침자릿수 #지침입력오류

Q0043 :	"년도이월 후 작년 전표를 수정할 수 있는지, 있다면 어떻게 수정하나요?"
A0043 :	연도이월 후 과거 전표 수정 가능합니다. 수정하고자 하는 월의 회계가 마감되어 있다면 회계마감을 푼 뒤 수정 후 다시 '년도이월을'해야 변경된 잔액이 반영됩니다. 회계 월마감 취소 방법은 [회계 > 기초정보 > 월마감] 메뉴에서 취소하고자 하는 회계년도 입력 후 조회합니다. 마감으로 뒤어있는 월의 '마감' 글자를 더블클릭하면 사용으로 변경되고 저장하면 전표 수정이 가능합니다.
T0043 :	#년도이월 #연도이월 #전표수정 #회계마감

Q0044 :	회원탈퇴 어떻게 하나요?
A0044 :	XpERP 화면 왼쪽 하단 '회원탈퇴'를 클릭하여 진행하시면 됩니다.
T0044 :	#회원탈퇴 #계정탈퇴

Q0045 :	예산 수정 시 '합산된 금액은 수정할 수 없습니다'라는 오류가 발생하는 원인과 해결 방안은 무엇인가요?
A0045 :	"예산 수정 시 '합산된 금액은 수정할 수 없습니다'라는 오류가 발생하는 원인은 합산계정과목에 직접 금액을 입력하려고 시도했기 때문입니다. 합산계정은 여러 하위 계정의 금액이 자동으로 합산되어 표시되는 계정이므로, 직접 수정할 수 없습니다. 합산계정의 금액을 변경하려면 해당 합산계정을 구성하는 하위계정의 금액을 직접 수정해야 합니다. 진한 색으로 표시된 계정은 합산계정이므로 하위계정으로 클릭"	하여 수정합	니다.
T0045 :	#예산수정 #합산계정 #예산등록

Q0046 :	전기검침 입력한 데이터 엑셀로 어떻게 받나요?
A0046 :	전기검침 메뉴에서 월분 조회 후 조회된 데이터 표 안에 우측 끝 '에러내용'칸을 더블클릭하면 파일로 저장됩니다.
T0046 :	#전기검침 #엑셀변환 #검침엑셀변환

Q0047 :	검침 동별사용량조회를 엑셀로 어떻게 받나요?
A0047 :	동별사용량조회에서 변환하고자 하는 월분 조회 후 인쇄버튼을 누릅니다. 인쇄 미리보기 화면에서 왼쪽 상단의 내보내기를 클릭하면 엑셀로 다운로드 받을 수 있습니다.
T0047 :	#검침엑셀변환 #동별사용량조회 #엑셀변환 #엑셀다운로드

Q0048 :	"로그인했는데 이전단지(퇴사)로 로그인 돼요,"
A0048 :	퇴사한 단지로 로그인될 경우 퇴사처리 후 새로운 단지로 재입사처리 해야합니다. 먼저 XpERP로 로그인하여 '내 정보 수정'으로 들어가 하단의 '근무 단지 없음 (퇴직)'을 체크하여 퇴사처리를 합니다. 재 로그인하면 '재입사'가 진행되며 새로운 단지로 가입할 수 있습니다.
T0048 :	#퇴사후재입사 #이직처리 #근무단지없음 #퇴사처리 #재입사 #재입사방법

Q0049 :	등록된 거래처의 사업자번호를 수정하고 싶은데 어떻게 하나요?
Q0049 :	"거래처의 사업자번호를 수정하려면 [회계  >  세무관리  >  기초정보등록  >  거래처등록] 메뉴에서 해당 거래처를 조회한 후, 거래처를 클릭합니다. 조회된 정보에서 사업자번호 항목을 클릭하여 수정한 뒤 저장하면 됩니다."
T0049 :	#거래처수정 #사업자번호수정 #거래처등록

Q0050 :	별도금액을 '엑셀자료올리기'로 업로드하는데 오류가 발생하는 원인과 해결 방안은 무엇인가요?
A0050 :	"엑셀파일의 편집 순서와 내용이 맞게 되어있는지 확인해야 합니다.1. 항목코드 및 편집 순서 확인 '엑셀자료올리기' 버튼을 눌러 올리고자 하는 항목의 코드와 정확한 편집 순서를 확인해야 합니다. 항목코드는 [부과 > 부과처리 > 관리비부과처리] 메뉴에서 해당항목의 코드번호를 확인할 수 있습니다.2. 데이터 정확히 입력 A열에는 항목 코드, B열에는 동, C열에는 호를 정확히 입력합니다. D열의 세대 구분은"	입주자일 경	우 '	"1',"	사업	"소일 경우 '2' 등 구분에 해당하는 숫자를 입력해야 합니다. 또한, 계산 방법(덮어쓰기는 '1' / 금액더하기는 '2' 등)도 올바르게 기재해야 합니다."
T0050 :	#별도금액등록 #엑셀자료올리기 #엑셀업로드 #엑셀자료올리기오류

Q0051 :	Xp보이스 전화번호 알려주세요.
A0051 :	"Xp보이스 안내번호 02-6281-7398, 7229번 입니다."
T0051 :	#Xp보이스

Q0052 :	수도검침과 온수검침 합산사용할 경우 데이터 입력을 어떻게 하나요?
A0052 :	"수도+온수 합산사용할 경우 온수검침 먼저 입력 후 수도검침을 입력한 다음 '요금계산' 버튼을 클릭해 사용량 및 요금재계산을 하시면 됩니다. 이 두 가지 검침 화면은 동시에 열리지 않으므로, 온수검침 데이터를 입력 및 저장하면 상단에 탭을 닫고 수도검침을 열어 작업해야 합니다."
T0052 :	#수도+온수 #합산사용량 #검침순서 #수도검침 #온수검침

Q0053 :	핸드폰에 XpERP 어플 로그인하려는데 어떻게 해야하나요?
A0053 :	XpERP에서 모바일 사용자등록 후 사용할 수 있습니다.1. [단지관리 > 단지정보 > 모바일사용자] 메뉴로 진입하여 조회 클릭2. 신규버튼 클릭하여 핸드폰번호 입력3. 우측 사용할 메뉴 사용권한과 사용기간 입력 후 저장
T0053 :	#XpERP어플 #모바일

Q0054 :	부과마감 순서 알려주세요.
A0054 :	"부과작업이 완료됐다면 [부과 > 부과마감 > 부과마감등록] 메뉴에서 '부과마감' 버튼을 클릭합니다. 마감구분이 '마감진행중'으로 표시되면 데이터가 생성 중인 상태이므로, 약 5분 후 '조회' 버튼을 다시 눌러 부과마감 완료 여부를 확인합니다. 고지서를 의뢰하는 경우 '출력의뢰' 버튼을 눌러 고지서 출력요청을 진행합니다. 부과내역서가 있는 단지는 상단의 '부과자료올리기'를 클릭하여 부과내역서를 업로드합"	니다.
T0054 :	#부과마감 #부과마감방법 #부과마감순서 #출력의뢰


Q0055 :	메뉴권한이 없는데 어떻게 하나요?
A0055 :	메뉴의 '읽기/쓰기'권한이 있어야 사용햘 수 있습니다. XpERP 내 왼쪽 상단 '내정보 수정'을 클릭합니다. 하단의 사용하고자 하는 메뉴 권한을 '읽기/쓰기'로 선택 후 수정요청 버튼을 클릭합니다. 단지의 관리자아이디로 승인 후 재로그인 하면 사용할 수 있습니다.
T0055 :	#메뉴권한 #권한변경 #메뉴없음

Q0056 :	주차조견표 등록 시 동별로 다르게 주차요금을 설정하는 방법이 무엇인가요?
A0056 :	"[부과 > 기초정보 > 주차조견표] 메뉴에서 동별조견입력 체크박스를 체크하면 동별로 다르게 조견표 입력이 가능합니다. '시작 동'과 '종료 동'에 적용하고자 하는 동 범위를 입력하면 되며, 예를 들어 시작 동과 종료 동 모두 101로 입력하면 101동에만 적용됩니다. '행추가' 버튼을 클릭해 동별 주차 대수와 월 주차 요금을 설정할 수 있습니다."
T0056 :	#주차조견표 #동별조견 #주차요금설정

Q0057 :	회계법인 회계감사용 아이디를 발급받았는데 단지로 접속 어떻게 하나요?
A0057 :	XpERP에 접속하여 내정보수정으로 들어갑니다. 관리단지추가에 체크하여 근무단지를 추가할 수 있습니다. 승인완료 후 재접속하여 상단에 단지변경 버튼을 클릭&조회하면 단지로 접속할 수 있습니다. 자세한 방법은 [게시판-공지사항]의 '회계 감사 아이디 생성 방법' 게시글을 참고하시길 바랍니다.
T0057 :	#회계감사 #회계감사용아이디 #관리단지추가 #근무단지추가

Q0058 :	K-아파트 회계데이터 전송하려는데 금액이 다 안 끌고와요.
